I	I[ALFS]
construccionpipas	construcción[NRootES][^DB][--]pi[Cas][+Loc][^DB][--]pas[Amb][+Add]

llank'aq	llank'a[VRoot][=trabajar][^DB][--]q[NS][+Ag]

wasi	wasi[NRoot][=casa]

ruwaypi	ruwa[VRoot][=hacer][^DB][--]y[NS][+Inf][^DB][--]pi[Cas][+Loc]

llank'ayqa	llank'a[VRoot][=trabajar][^DB][--]y[NS][+Inf][^DB][--]qa[Amb][+Top]

tukukullaqpunita	tukukullaqpunita	+?

chayqa	chay[PrnDem][^DB][--]qa[Amb][+Top]

llank'anata	llank'a[VRoot][=trabajar][^DB][--]na[NS][+Obl][^DB][--]ta[Cas][+Acc]

maskhaspa	maskha[VRoot][=buscar][^DB][--]spa[NS][+SS]

p'unchaykunata	p'unchay[NRoot][=día][--]kuna[Num][+Pl][^DB][--]ta[Cas][+Acc]

pasayta	pasa[VRootES][^DB][--]y[NS][+Inf][^DB][--]ta[Cas][+Acc]

qallarin	qalla[VRoot][=empezar][--]ri[VDeriv][+Inch][^DB][--]n[VPers][+3.Sg.Subj]

.	.[$,]

Khaynan	Khayna[PrnDem][^DB][--]n[Amb][+DirE]

chay	chay[PrnDem]

pachamanta	pacha[NRoot][=mundo,tiempo][^DB][--]manta[Cas][+Abl]

pacha	pacha[NRoot][=mundo,tiempo]

mana	mana[Part_Neg]

trabajo	trabajo[NRootES]

fijoyoq	fijo[NRootES][^DB][--]yuq[NDeriv][+Poss]

qhepakapun	qhipa[VRoot][=quedar][^DB][--]ka[VDeriv][+Rflx_Int][--]pu[VDeriv][+Rgr_Iprs][^DB][--]n[VPers][+3.Sg.Subj]

,	,[$,]

peonmanta	peon[NRootES][^DB][--]manta[Cas][+Abl]

ofrecikoq	ofrece[VRootES][^DB][--]ku[VDeriv][+Rflx_Int][^DB][--]q[NS][+Ag]

reqtintaq	ri[VRoot][=ir][^DB][--]qti[NS][+DS][^DB][--]n[NPers][+3.Sg.Poss][^DB][--]taq[Amb][+Con_Intr]

,	,[$,]

rechazanpoqku	rechaza[VRootES][--]m[VDeriv][+Cis_Trs][--]pu[VDeriv][+Rgr_Iprs][^DB][--]qku[VPers][+3.Pl.Subj.Hab]

,	,[$,]

otaq	o[Part_Contr][^DB][--]taq[Amb][+Con_Intr]

nimoqku	ni[VRoot][=decir][--]mu[VDeriv][+Cis_Trs][^DB][--]qku[VPers][+3.Pl.Subj.Hab]

"	"[$,]

hoq	huq[NRootNUM]

kaq	ka[VRoot][=ser][^DB][--]q[NS][+Ag]

semanata	semana[NRootES][^DB][--]ta[Cas][+Acc]

kutimuy	kuti[VRoot][=volver][--]mu[VDeriv][+Cis_Trs][^DB][--]y[VPers][+2.Sg.Subj.Imp]

"	"[$,]

otaq	o[Part_Contr][^DB][--]taq[Amb][+Con_Intr]

"	"[$,]

hoq	huq[NRootNUM]

kaq	ka[VRoot][=ser][^DB][--]q[NS][+Ag]

quincenata	quincenata[NRootES]

"	"[$,]

.	.[$,]

Khayna	Khayna[PrnDem]

p'unchaykuna	p'unchay[NRoot][=día][--]kuna[Num][+Pl]

kashaspan	ka[VRoot][=ser][^DB][--]sha[Asp][+Prog][^DB][--]spa[NS][+SS][^DB][--]n[Amb][+DirE]

,	,[$,]

amistadniykunaman	amistad[NRootES][^DB][--]niy[NPers][+1.Sg.Poss][--]kuna[Num][+Pl][^DB][--]man[Cas][+Dat_Ill]

huk	huk[NRootNUM]

p'unchay	p'unchay[NRoot][=día]

willarani	willa[VRoot][=contar][^DB][--]ra[Tns][+NPst][--]ni[VPers][+1.Sg.Subj]

,	,[$,]

chhaynan	chhayna[PrnDem][^DB][--]n[Amb][+DirE]

qhariy	qhari[NRoot][=macho][^DB][--]y[NPers][+1.Sg.Poss]

kashan	ka[VRoot][=ser][^DB][--]sha[Asp][+Prog][--]n[VPers][+3.Sg.Subj]

nispa	ni[VRoot][=decir][^DB][--]spa[NS][+SS]

.	.[$,]

Paykunan	Pay[PrnPers+3.Sg][--]kuna[Num][+Pl][^DB][--]n[Amb][+DirE]

mercado	mercado[NRootES]

centralpi	central[NRootES][^DB][--]pi[Cas][+Loc]

chupi	chupi[NRoot][=sopa]

qhatukuna	qhatu[NRoot][=mercado][--]kuna[Num][+Pl]

karanku	ka[VRoot][=ser][^DB][--]ra[Tns][+NPst][--]nku[VPers][+3.Pl.Subj]

,	,[$,]

señora	señora[NRootES]

Mercedespa	Mercedes[NP][^DB][--]pa[Cas][+Gen]

clientenkuna	cliente[NRootES][^DB][--]n[NPers][+3.Sg.Poss][--]kuna[Num][+Pl]

,	,[$,]

paykunamanmi	pay[PrnPers+3.Sg][--]kuna[Num][+Pl][^DB][--]man[Cas][+Dat_Ill][^DB][--]mi[Amb][+DirE]

nirani	ni[VRoot][=decir][^DB][--]ra[Tns][+NPst][--]ni[VPers][+1.Sg.Subj]

:	:[$,]

-	-[$-]

Noqapas	Nuqa[PrnPers+1.Sg][^DB][--]pas[Amb][+Add]

kaypeqa	kay[PrnDem][^DB][--]pi[Cas][+Loc][^DB][--]qa[Amb][+Top]

manan	mana[Part_Neg][^DB][--]n[Amb][+DirE]

gananichu	gana[VRootES][^DB][--]ni[VPers][+1.Sg.Subj][^DB][--]chu[Amb][+Intr_Neg]

,	,[$,]

sut'uchillapin	sut'uchillapin	+?

pagawan	paga[VRootES][^DB][--]wa[VPers][+1.Obj][^DB][--]n[VPers][+3.Sg.Subj]

animalchaykunapaq	animal[NRootES][--]cha[NDeriv][+Dim][^DB][--]y[NPers][+1.Sg.Poss][--]kuna[Num][+Pl][^DB][--]paq[Cas][+Ben]

.	.[$,]

Entonces	Entonces[NRootES]

niwaranku	ni[VRoot][=decir][^DB][--]wa[VPers][+1.Obj][^DB][--]ra[Tns][+NPst][--]nku[VPers][+3.Pl.Subj]

:	:[$,]

-	-[$-]

Qanqa	Qan[PrnPers+2.Sg][^DB][--]qa[Amb][+Top]

allintataq	allin[NRoot][=bueno][^DB][--]ta[Cas][+Acc][^DB][--]taq[Amb][+Con_Intr]

wayk'uyta	wayk'u[VRoot][=cocinar][^DB][--]y[NS][+Inf][^DB][--]ta[Cas][+Acc]

yachanki	yacha[VRoot][=saber,habitar][^DB][--]nki[VPers][+2.Sg.Subj]

,	,[$,]

imanaqtinmi	imana[VRoot][=hacer_algo][^DB][--]qti[NS][+DS][^DB][--]n[NPers][+3.Sg.Poss][^DB][--]mi[Amb][+DirE]

mana	mana[Part_Neg]

paqareqmanta	paqari[VRoot][=amanecer][^DB][--]q[NS][+Ag][^DB][--]manta[Cas][+Abl]

imachallatapas	ima[NRoot][=cosa][--]cha[NDeriv][+Dim][^DB][--]lla[Amb][+Lim_Aff][^DB][--]ta[Cas][+Acc][^DB][--]pas[Amb][+Add]

wayk'unkichu	wayk'u[VRoot][=cocinar][^DB][--]nki[VPers][+2.Sg.Subj][^DB][--]chu[Amb][+Intr_Neg]

?	?[$,]

Hinaspa	Hina[VRoot][=hacer_así,ser_así][^DB][--]spa[NS][+SS]

noqayku	nuqayku[PrnPers+1.Pl.Excl]

campochata	campo[NRootES][--]cha[NDeriv][+Dim][^DB][--]ta[Cas][+Acc]

qosaykiku	qu[VRoot][=dar][^DB][--]sqaykiku[VPers][+1.Pl.Excl.Subj_2.Sg.Obj.Fut]

ladoykupi	lado[NRootES][^DB][--]yku[NPers][+1.Pl.Excl.Poss][^DB][--]pi[Cas][+Loc]

mikhunayki	mikhu[VRoot][=comer][^DB][--]na[NS][+Obl][^DB][--]yki[NPers][+2.Sg.Poss]

.	.[$,]

Chayqa	Chay[PrnDem][^DB][--]qa[Amb][+Top]

paqareq	paqari[VRoot][=amanecer][^DB][--]q[NS][+Ag]

p'unchaymanta	p'unchay[NRoot][=día][^DB][--]manta[Cas][+Abl]

pachan	pacha[NRoot][=mundo,tiempo][^DB][--]n[Amb][+DirE]

manaña	mana[Part_Neg][^DB][--]ña[Amb][+Disc]

picanteriata	picanteria[NRootES][^DB][--]ta[Cas][+Acc]

ripuranichu	ri[VRoot][=ir][--]pu[VDeriv][+Rgr_Iprs][^DB][--]ra[Tns][+NPst][--]ni[VPers][+1.Sg.Subj][^DB][--]chu[Amb][+Intr_Neg]

,	,[$,]

Catalina	Catalina[NP]

wawallayta	wawa[NRoot][=niño][^DB][--]lla[Amb][+Lim_Aff][^DB][--]y[NPers][+1.Sg.Poss][^DB][--]ta[Cas][+Acc]

hatunchaña	hatun[NRoot][=grande][--]cha[NDeriv][+Dim][^DB][--]ña[Amb][+Disc]

kashaq	ka[VRoot][=ser][^DB][--]sha[Asp][+Prog][^DB][--]q[NS][+Ag]

payllata	pay[PrnPers+3.Sg][^DB][--]lla[Amb][+Lim_Aff][^DB][--]ta[Cas][+Acc]

kachaq	kacha[VRoot][=mandar][^DB][--]q[NS][+Ag]

kani	ka[VRoot][=ser][^DB][--]ni[VPers][+1.Sg.Subj]

imallapipas	ima[NRoot][=cosa][^DB][--]lla[Amb][+Lim_Aff][^DB][--]pi[Cas][+Loc][^DB][--]pas[Amb][+Add]

yanapamunanpaq	yanapa[VRoot][=ayudar][--]mu[VDeriv][+Cis_Trs][^DB][--]na[NS][+Obl][^DB][--]n[NPers][+3.Sg.Poss][^DB][--]paq[Cas][+Ben]

.	.[$,]

Pero	Pero[NRootES]

sut'uchipi	sut'uchipi	+?

pagon	pago[NRootES][^DB][--]n[Amb][+DirE]

qomusqan	qu[VRoot][=dar][--]mu[VDeriv][+Cis_Trs][^DB][--]sqa[NS][+Perf][^DB][--]n[NPers][+3.Sg.Poss]

,	,[$,]

noqaman	nuqa[PrnPers+1.Sg][^DB][--]man[Cas][+Dat_Ill]

qomuwasqan	qu[VRoot][=dar][--]mu[VDeriv][+Cis_Trs][^DB][--]wa[VPers][+1.Obj][^DB][--]sqa[NS][+Perf][^DB][--]n[NPers][+3.Sg.Poss]

aswan	aswan[NRoot][=más,mucho]

kuskanninraq	kuskanninraq	+?

kasqa	ka[VRoot][=ser][^DB][--]sqa[Tns_VPers][+3.Sg.Subj.IPst]

.	.[$,]

Noqataqmi	Nuqa[PrnPers+1.Sg][^DB][--]taq[Amb][+Con_Intr][^DB][--]mi[Amb][+DirE]

chay	chay[PrnDem]

tutamanta	tuta[NRoot][=noche][^DB][--]manta[Cas][+Abl]

mercado	mercado[NRootES]

Qasqaparuta	Qasqaparuta	+?

rini	ri[VRoot][=ir][^DB][--]ni[VPers][+1.Sg.Subj]

,	,[$,]

mikhuna	mikhu[VRoot][=comer][^DB][--]na[NS][+Obl]

sección	sección[NRootES]

qhawaqlla	qhawa[VRoot][=mirar][^DB][--]q[NS][+Ag][^DB][--]lla[Amb][+Lim_Aff]

,	,[$,]

imayna	imayna[PrnInterr][=cómo]

wayk'usqa	wayk'u[VRoot][=cocinar][^DB][--]sqa[NS][+Perf]

kan	ka[VRoot][=ser][^DB][--]n[VPers][+3.Sg.Subj]

chay	chay[PrnDem]

yachanaypaq	yacha[VRoot][=saber,habitar][^DB][--]na[NS][+Obl][^DB][--]y[NPers][+1.Sg.Poss][^DB][--]paq[Cas][+Ben]

.	.[$,]

Mikhuni	Mikhu[VRoot][=comer][^DB][--]ni[VPers][+1.Sg.Subj]

huk	huk[NRootNUM]

plato	plato[NRootES]

tarwi	tarwi	+?

uchuta	uchu[NRoot][=ají][^DB][--]ta[Cas][+Acc]

solterotawan	soltero[NRootES][^DB][--]ta[Cas][+Acc][^DB][--]wan[Cas][+Con_Inst]

.	.[$,]

Mikhunakuna	Mikhu[VRoot][=comer][^DB][--]na[NS][+Obl][--]kuna[Num][+Pl]

negociota	negocio[NRootES][^DB][--]ta[Cas][+Acc]

rikuspataqmi	riku[VRoot][=ver,conocer,aparecer][^DB][--]spa[NS][+SS][^DB][--]taq[Amb][+Con_Intr][^DB][--]mi[Amb][+DirE]

animasqa	anima[VRootES][^DB][--]sqa[NS][+Perf]

kutimuni	kuti[VRoot][=volver][--]mu[VDeriv][+Cis_Trs][^DB][--]ni[VPers][+1.Sg.Subj]

,	,[$,]

pensaspa	pensa[VRootES][^DB][--]spa[NS][+SS]

picantería	picanteria[NRootES]

cocineramanta	cocinera[NRootES][^DB][--]manta[Cas][+Abl]

mikhuna	mikhu[VRoot][=comer][^DB][--]na[NS][+Obl]

negocianteraman	negociantera[NRootES][^DB][--]man[Cas][+Dat_Ill]

tukupunaypaq	tuku[VRoot][=acabar,suceder,convertirse][--]pu[VDeriv][+Rgr_Iprs][^DB][--]na[NS][+Obl][^DB][--]y[NPers][+1.Sg.Poss][^DB][--]paq[Cas][+Ben]

.	.[$,]

Chayqa	Chay[PrnDem][^DB][--]qa[Amb][+Top]

alistakuyta	alista[VRootES][^DB][--]ku[VDeriv][+Rflx_Int][^DB][--]y[NS][+Inf][^DB][--]ta[Cas][+Acc]

qallarini	qalla[VRoot][=empezar][--]ri[VDeriv][+Inch][^DB][--]ni[VPers][+1.Sg.Subj]

kinsa	kinsa[NRootNUM]

p'unchay	p'unchay[NRoot][=día]

mercadota	mercado[NRootES][^DB][--]ta[Cas][+Acc]

mikhuna	mikhu[VRoot][=comer][^DB][--]na[NS][+Obl]

mankantin	manka[NRoot][=olla][^DB][--]ntin[Cas][+Iclsv]

rinaypaq	ri[VRoot][=ir][^DB][--]na[NS][+Obl][^DB][--]y[NPers][+1.Sg.Poss][^DB][--]paq[Cas][+Ben]

.	.[$,]

Manataq	Mana[Part_Neg][^DB][--]taq[Amb][+Con_Intr]

allin	allin[NRoot][=bueno]

platoykuna	plato[NRootES][^DB][--]y[NPers][+1.Sg.Poss][--]kuna[Num][+Pl]

karanchu	ka[VRoot][=ser][^DB][--]ra[Tns][+NPst][--]n[VPers][+3.Sg.Subj][^DB][--]chu[Amb][+Intr_Neg]

lliw	lliw[NRoot][=todo]

t'oqo	t'uqu[NRoot][=agujero]

t'oqo	t'uqu[NRoot][=agujero]

ch'añasqa	ch'añasqa	+?

.	.[$,]

Chaymi	Chay[PrnDem][^DB][--]mi[Amb][+DirE]

comadrey	comadre[NRootES][^DB][--]y[NPers][+1.Sg.Poss]

Rosa	Rosa[NP]

Salasmanta	Salasmanta	+?

mañakurani	maña[VRoot][=pedir][^DB][--]ku[VDeriv][+Rflx_Int][^DB][--]ra[Tns][+NPst][--]ni[VPers][+1.Sg.Subj]

kinsa	kinsa[NRootNUM]

fierro	fierro[NRootES]

platota	plato[NRootES][^DB][--]ta[Cas][+Acc]

iskay	iskay[NRootNUM]

cucharakunata	cuchara[NRootES][--]kuna[Num][+Pl][^DB][--]ta[Cas][+Acc]

.	.[$,]

Imatawanchá	Ima[NRoot][=cosa][^DB][--]ta[Cas][+Acc][^DB][--]wan[Cas][+Con_Inst][^DB][--]chá[Amb][+Asmp_Emph]

ruwaranipas	ruwa[VRoot][=hacer][^DB][--]ra[Tns][+NPst][--]ni[VPers][+1.Sg.Subj][^DB][--]pas[Amb][+Add]

,	,[$,]

pero	pero[NRootES]

tawa	tawa[NRootNUM]

p'unchayninman	p'unchay[NRoot][=día][^DB][--]nin[NPers][+3.Sg.Poss][^DB][--]man[Cas][+Dat_Ill]

mankay	manka[NRoot][=olla][^DB][--]y[NPers][+1.Sg.Poss]

q'epiyusqa	q'ipi[VRoot][=llevar][--]yu[VDeriv][+Aff][^DB][--]sqa[NS][+Perf]

rirani	ri[VRoot][=ir][^DB][--]ra[Tns][+NPst][--]ni[VPers][+1.Sg.Subj]

.	.[$,]

Plazapi	Plaza[NRootES][^DB][--]pi[Cas][+Loc]

rikhureqtiytaqmi	rikhuri[VRoot][=aparecer][^DB][--]qti[NS][+DS][^DB][--]y[NPers][+1.Sg.Poss][^DB][--]taq[Amb][+Con_Intr][^DB][--]mi[Amb][+DirE]

amistadniykuna	amistad[NRootES][^DB][--]niy[NPers][+1.Sg.Poss][--]kuna[Num][+Pl]

wakhawaranku	wakha[VRoot][=desmoronar][^DB][--]wa[VPers][+1.Obj][^DB][--]ra[Tns][+NPst][--]nku[VPers][+3.Pl.Subj]

,	,[$,]

iskayninku	iskay[NRootNUM][^DB][--]ninku[NPers][+3.Pl.Poss]

ukhupi	ukhu[NRoot][=dentro][^DB][--]pi[Cas][+Loc]

campochata	campo[NRootES][--]cha[NDeriv][+Dim][^DB][--]ta[Cas][+Acc]

qowaspankutaq	qu[VRoot][=dar][^DB][--]wa[VPers][+1.Obj][^DB][--]spa[NS][+SS][^DB][--]nku[NPers][+3.Pl.Poss][^DB][--]taq[Amb][+Con_Intr]

,	,[$,]

mankaypa	manka[NRoot][=olla][^DB][--]y[NPers][+1.Sg.Poss][^DB][--]pa[Cas][+Gen]

ladonman	lado[NRootES][^DB][--]n[NPers][+3.Sg.Poss][^DB][--]man[Cas][+Dat_Ill]

colocawaranku	coloca[VRootES][^DB][--]wa[VPers][+1.Obj][^DB][--]ra[Tns][+NPst][--]nku[VPers][+3.Pl.Subj]

.	.[$,]

Calleman	Calle[NRootES][^DB][--]man[Cas][+Dat_Ill]

plaza	plaza[NRootES]

kaq	ka[VRoot][=ser][^DB][--]q[NS][+Ag]

,	,[$,]

manan	mana[Part_Neg][^DB][--]n[Amb][+DirE]

karpa	karpa	+?

ni	ni[SP]

mesa	mesa[NRootES]

vendenapaq	vende[VRootES][^DB][--]na[NS][+Obl][^DB][--]paq[Cas][+Ben]

karanchu	ka[VRoot][=ser][^DB][--]ra[Tns][+NPst][--]n[VPers][+3.Sg.Subj][^DB][--]chu[Amb][+Intr_Neg]

.	.[$,]

Khaynataq	Khayna[PrnDem][^DB][--]taq[Amb][+Con_Intr]

lliw	lliw[NRoot][=todo]

cosaskuna	cosas[NRootES][--]kuna[Num][+Pl]

vendenapaq	vende[VRootES][^DB][--]na[NS][+Obl][^DB][--]paq[Cas][+Ben]

panpallapi	panpa[NRoot][=suelo,tierra][^DB][--]lla[Amb][+Lim_Aff][^DB][--]pi[Cas][+Loc]

kaq	ka[VRoot][=ser][^DB][--]q[NS][+Ag]

;	;[$,]

plazataqmi	plaza[NRootES][^DB][--]taq[Amb][+Con_Intr][^DB][--]mi[Amb][+DirE]

doce	doce[NRootES]

pasaykama	pasa[VRootES][^DB][--]y[NS][+Inf][^DB][--]kama[Cas][+Term]

runamantaqa	runa[NRoot][=ser_humano][^DB][--]manta[Cas][+Abl][^DB][--]qa[Amb][+Top]

hunt'a	hunt'a[NRoot][=lleno]

karan	ka[VRoot][=ser][^DB][--]ra[Tns][+NPst][--]n[VPers][+3.Sg.Subj]

.	.[$,]

Chay	Chay[PrnDem]

primer	primer[NRootES]

p'unchay	p'unchay[NRoot][=día]

doce	doce[NRootES]

pasaykama	pasa[VRootES][^DB][--]y[NS][+Inf][^DB][--]kama[Cas][+Term]

mana	mana[Part_Neg]

huk	huk[NRootNUM]

platotapas	plato[NRootES][^DB][--]ta[Cas][+Acc][^DB][--]pas[Amb][+Add]

venderanichu	vende[VRootES][^DB][--]ra[Tns][+NPst][--]ni[VPers][+1.Sg.Subj][^DB][--]chu[Amb][+Intr_Neg]

,	,[$,]

chaymanñan	chay[PrnDem][^DB][--]man[Cas][+Dat_Ill][^DB][--]ña[Amb][+Disc][^DB][--]n[Amb][+DirE]

iskay	iskay[NRootNUM]

runakuna	runa[NRoot][=ser_humano][--]kuna[Num][+Pl]

,	,[$,]

peonkuna	peon[NRootES][--]kuna[Num][+Pl]

hina	hina[Part_Sim]

,	,[$,]

tawa	tawa[NRootNUM]

platota	plato[NRootES][^DB][--]ta[Cas][+Acc]

mikhuranku	mikhu[VRoot][=comer][^DB][--]ra[Tns][+NPst][--]nku[VPers][+3.Pl.Subj]

.	.[$,]

Chay	Chay[PrnDem]

hamunku	hamu[VRoot][=venir][^DB][--]nku[VPers][+3.Pl.Subj]

pisqachus	pisqa[NRootNUM][^DB][--]chu[Amb][+Intr_Neg][^DB][--]s[Amb][+IndE]

soqtachus	suqta[NRootNUM][^DB][--]chu[Amb][+Intr_Neg][^DB][--]s[Amb][+IndE]

personakuna	persona[NRootES][--]kuna[Num][+Pl]

,	,[$,]

viajerokunachu	viajero[NRootES][--]kuna[Num][+Pl][^DB][--]chu[Amb][+Intr_Neg]

hina	hina[Part_Sim]

kanman	ka[VRoot][=ser][^DB][--]n[VPers][+3.Sg.Subj][--]man[Mod][+Pot]

karan	ka[VRoot][=ser][^DB][--]ra[Tns][+NPst][--]n[VPers][+3.Sg.Subj]

,	,[$,]

pero	pero[NRootES]

mana	mana[Part_Neg]

karanchu	ka[VRoot][=ser][^DB][--]ra[Tns][+NPst][--]n[VPers][+3.Sg.Subj][^DB][--]chu[Amb][+Intr_Neg]

platokuna	plato[NRootES][--]kuna[Num][+Pl]

servinaypaq	servi[VRootES][^DB][--]na[NS][+Obl][^DB][--]y[NPers][+1.Sg.Poss][^DB][--]paq[Cas][+Ben]

chayqa	chay[PrnDem][^DB][--]qa[Amb][+Top]

amistadniykunamanta	amistad[NRootES][^DB][--]niy[NPers][+1.Sg.Poss][--]kuna[Num][+Pl][^DB][--]manta[Cas][+Abl]

mañakuni	maña[VRoot][=pedir][^DB][--]ku[VDeriv][+Rflx_Int][^DB][--]ni[VPers][+1.Sg.Subj]

.	.[$,]

Chhaynan	Chhayna[PrnDem][^DB][--]n[NPers][+3.Sg.Poss]

kay	kay[PrnDem]

viajerokuna	viajero[NRootES][--]kuna[Num][+Pl]

huk	huk[NRootNUM]

platonku	plato[NRootES][^DB][--]nku[NPers][+3.Pl.Poss]

mikhunku	mikhu[VRoot][=comer][^DB][--]nku[VPers][+3.Pl.Subj]

,	,[$,]

yapata	yapa[NRoot][=demás,muy,de_nuevo][^DB][--]ta[Cas][+Acc]

mañakuwaqtinkutaq	maña[VRoot][=pedir][^DB][--]ku[VDeriv][+Rflx_Int][^DB][--]wa[VPers][+1.Obj][^DB][--]qti[NS][+DS][^DB][--]nku[NPers][+3.Pl.Poss][^DB][--]taq[Amb][+Con_Intr]

manaña	mana[Part_Neg][^DB][--]ña[Amb][+Disc]

llipinkupaqñachu	llipi[NRoot][=todo][^DB][--]nku[NPers][+3.Pl.Poss][^DB][--]paq[Cas][+Ben][^DB][--]ña[Amb][+Disc][^DB][--]chu[Amb][+Intr_Neg]

aypan	aypa[VRoot][=alcanzar][^DB][--]n[VPers][+3.Sg.Subj]

;	;[$,]

chay	chay[PrnDem]

pachataq	pacha[NRoot][=mundo,tiempo][^DB][--]taq[Amb][+Con_Intr]

huk	huk[NRootNUM]

plato	plato[NRootES]

chupi	chupi[NRoot][=sopa]

warku	warku[NRoot][=gancho]

valeran	vale[VRootES][^DB][--]ra[Tns][+NPst][--]n[VPers][+3.Sg.Subj]

.	.[$,]

Mikhuna	Mikhu[VRoot][=comer][^DB][--]na[NS][+Obl]

apasqay	apa[VRoot][=llevar][^DB][--]sqa[NS][+Perf][^DB][--]y[NPers][+1.Sg.Poss]

chay	chay[PrnDem]

pacha	pacha[NRoot][=mundo,tiempo]

iskay	iskay[NRootNUM]

vendeyllapaq	vende[VRootES][^DB][--]y[NS][+Inf][^DB][--]lla[Amb][+Lim_Aff][^DB][--]paq[Cas][+Ben]

kasqa	ka[VRoot][=ser][^DB][--]sqa[Tns_VPers][+3.Sg.Subj.IPst]

,	,[$,]

chaymi	chay[PrnDem][^DB][--]mi[Amb][+DirE]

amistadniykuna	amistad[NRootES][^DB][--]niy[NPers][+1.Sg.Poss][--]kuna[Num][+Pl]

niwaran	ni[VRoot][=decir][^DB][--]wa[VPers][+1.Obj][^DB][--]ra[Tns][+NPst][--]n[VPers][+3.Sg.Subj]

:	:[$,]

-	-[$-]

Aveschu	Aveschu	+?

?	?[$,]

Suertellawan	Suerte[NRootES][^DB][--]lla[Amb][+Lim_Aff][^DB][--]wan[Cas][+Con_Inst]

qallarinki	qalla[VRoot][=empezar][--]ri[VDeriv][+Inch][^DB][--]nki[VPers][+2.Sg.Subj]

!	![$,]

Paqareqpaq	Paqari[VRoot][=amanecer][^DB][--]q[NS][+Ag][^DB][--]paq[Cas][+Ben]

aswan	aswan[NRoot][=más,mucho]

hatun	hatun[NRoot][=grande]

mankapi	manka[NRoot][=olla][^DB][--]pi[Cas][+Loc]

wayk'umuy	wayk'u[VRoot][=cocinar][--]mu[VDeriv][+Cis_Trs][^DB][--]y[VPers][+2.Sg.Subj.Imp]

.	.[$,]

Chhaynata	Chhayna[PrnDem][^DB][--]ta[Cas][+Acc]

qallarini	qalla[VRoot][=empezar][--]ri[VDeriv][+Inch][^DB][--]ni[VPers][+1.Sg.Subj]

aswan	aswan[NRoot][=más,mucho]

haykoq	hayku[VRoot][=entrar][^DB][--]q[NS][+Ag]

mankapi	manka[NRoot][=olla][^DB][--]pi[Cas][+Loc]

wayk'uyta	wayk'u[VRoot][=cocinar][^DB][--]y[NS][+Inf][^DB][--]ta[Cas][+Acc]

;	;[$,]

primer	primer[NRootES]

p'unchay	p'unchay[NRoot][=día]

almuerzaq	almuerza[VRootES][^DB][--]q[NS][+Ag]

peonkunataq	peon[NRootES][--]kuna[Num][+Pl][^DB][--]taq[Amb][+Con_Intr]

sapa	sapa[NRoot][=cada]

p'unchay	p'unchay[NRoot][=día]

hamuyta	hamu[VRoot][=venir][^DB][--]y[NS][+Inf][^DB][--]ta[Cas][+Acc]

qallarinku	qalla[VRoot][=empezar][--]ri[VDeriv][+Inch][^DB][--]nku[VPers][+3.Pl.Subj]

,	,[$,]

clienteyman	cliente[NRootES][^DB][--]y[NPers][+1.Sg.Poss][^DB][--]man[Cas][+Dat_Ill]

tukuspa	tuku[VRoot][=acabar,suceder,convertirse][^DB][--]spa[NS][+SS]

,	,[$,]

hinaspa	hina[VRoot][=hacer_así,ser_así][^DB][--]spa[NS][+SS]

hoq	huq[NRootNUM]

peonkunatawan	peon[NRootES][--]kuna[Num][+Pl][^DB][--]ta[Cas][+Acc][^DB][--]wan[Cas][+Con_Inst]

apamuyta	apa[VRoot][=llevar][--]mu[VDeriv][+Cis_Trs][^DB][--]y[NS][+Inf][^DB][--]ta[Cas][+Acc]

ultimotataq	ultimo[NRootES][^DB][--]ta[Cas][+Acc][^DB][--]taq[Amb][+Con_Intr]

formalta	formal[NRootES][^DB][--]ta[Cas][+Acc]

niwanku	ni[VRoot][=decir][^DB][--]wa[VPers][+1.Obj][^DB][--]nku[VPers][+3.Pl.Subj]

:	:[$,]

-	-[$-]

Sapan	Sapa[NRoot][=solo][^DB][--]n[NPers][+3.Sg.Poss]

noqallaykupaq	noqallaykupaq	+?

wayk'umuy	wayk'u[VRoot][=cocinar][--]mu[VDeriv][+Cis_Trs][^DB][--]y[VPers][+2.Sg.Subj.Imp]

.	.[$,]

Chay	Chay[PrnDem]

p'unchaymanta	p'unchay[NRoot][=día][^DB][--]manta[Cas][+Abl]

pachan	pacha[NRoot][=mundo,tiempo][^DB][--]n[Amb][+DirE]

,	,[$,]

mercadotaqa	mercado[NRootES][^DB][--]ta[Cas][+Acc][^DB][--]qa[Amb][+Top]

manaña	mana[Part_Neg][^DB][--]ña[Amb][+Disc]

sapa	sapa[NRoot][=cada]

